"country"	"YEAR"	"AGE"	"SEX"	"prop_childless_att"	"prop_childless"
"South Africa"	"2001"	"14"	"Female"	"0.9918597908"	"0.9879392622"
"South Africa"	"2001"	"15"	"Female"	"0.9782094735"	"0.967489961"
"South Africa"	"2001"	"16"	"Female"	"0.9493451294"	"0.9247673889"
"South Africa"	"2001"	"17"	"Female"	"0.9088666502"	"0.8607327724"
"South Africa"	"2001"	"18"	"Female"	"0.8527329246"	"0.7756655578"
"South Africa"	"2001"	"19"	"Female"	"0.7885785891"	"0.6910785769"
"South Africa"	"2001"	"20"	"Female"	"0.7332132493"	"0.616097481"
"South Africa"	"2001"	"21"	"Female"	"0.6756066758"	"0.536754252"
"South Africa"	"2001"	"22"	"Female"	"0.604213164"	"0.4620611908"
"South Africa"	"2001"	"23"	"Female"	"0.5448729635"	"0.4019320692"
"South Africa"	"2001"	"24"	"Female"	"0.4691897595"	"0.347773871"
"Zimbabwe"	"1999"	"15"	"Female"	"1"	"0.9740973025"
"Zimbabwe"	"1999"	"16"	"Female"	"1"	"0.9574725045"
"Zimbabwe"	"1999"	"17"	"Female"	"1"	"0.863796156"
"Zimbabwe"	"1999"	"18"	"Female"	"1"	"0.7243632094"
"Zimbabwe"	"1999"	"19"	"Female"	"0.8556244502"	"0.6038169625"
"Zimbabwe"	"1999"	"20"	"Female"	"0.9064399157"	"0.4673236017"
"Zimbabwe"	"1999"	"21"	"Female"	"0.6802377055"	"0.3110659288"
"Zimbabwe"	"1999"	"22"	"Female"	"0.721411044"	"0.2918542011"
"Zimbabwe"	"1999"	"23"	"Female"	"0.5228031509"	"0.2317698425"
"Zimbabwe"	"1999"	"24"	"Female"	"0.2665554883"	"0.1712047097"
